City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
695,Ocos,GT,14.5094,-92.1933,80.91,66,99,4.36,overcast clouds
696,Buluang,PH,13.3068,123.3425,82.58,78,100,2.84,light rain
697,Lonavale,IN,18.75,73.4167,87.53,38,3,18.68,clear sky
698,Edremit,TR,39.5961,27.0244,62.35,51,40,6.91,scattered clouds
699,Husavik,IS,66.0449,-17.3389,29.46,60,18,6.78,few clouds
700,Sabha,LY,27.0377,14.4283,87.31,15,3,7.72,clear sky
701,Ossora,RU,59.2353,163.0719,16.12,89,8,3.85,clear sky
702,Isangel,VU,-19.55,169.2667,77.76,77,100,8.19,overcast clouds
703,Saquena,PE,-4.6667,-73.5167,72.1,99,89,1.25,overcast clouds
704,Kungurtug,RU,50.5994,97.5228,53.67,63,100,0.87,overcast clouds
705,Lulea,SE,65.5842,22.1547,41.07,70,0,6.91,clear sky
706,Aksu,CN,41.1231,80.2644,79.18,10,8,1.52,clear sky
707,Catabola,AO,-12.15,17.2833,73.42,37,100,6.29,overcast clouds
708,El Paso,US,31.8001,-106.2005,63.73,22,0,3.44,clear sky
709,Puerto Lleras,CO,3.0223,-73.4044,70.92,98,99,1.9,overcast clouds
710,Iracoubo,GF,5.4802,-53.2011,78.84,84,87,10.25,overcast clouds
711,Bremgarten,CH,47.3511,8.3421,63.48,76,100,4.0,overcast clouds
712,Qaqortoq,GL,60.7167,-46.0333,29.77,59,0,7.36,clear sky
